building_id,building_code,building_block,building_coord_x,building_coord_y,demand_kwh,max_pv_gen_kwh,max_pv_size_kw,existing_pv_size_kw,pv_possible,minergie
B148029,148029,Z0255,681195,247487,6682.8448,20587.8927,41,0,1,0
B148030,148030,Z1586,681181,247507,5298.6903,21776.7651,40,0,1,0
B148031,148031,Z0255,681181,247475,6644.2156,20468.8876,41,0,1,0
B148032,148032,Z0255,681166,247462,6682.8448,20587.8927,41,0,1,0
B148033,148033,Z0255,681152,247450,6721.4739,20706.8979,41,0,1,0
B148034,148034,Z0255,681153,247422,6721.4739,20706.8979,41,0,1,0
B148035,148035,Z0255,681142,247436,8305.2695,25586.1095,51,0,1,0
B148036,148036,Z0255,681211,247494,10637.2509,32770.2631,66,0,1,0
B148037,148037,Z0255,681222,247480,8539.0776,26306.4039,53,0,1,0
B148038,148038,Z0255,681228,247465,11173.9929,34423.8085,69,0,1,0
B148039,148039,Z0255,681215,247453,8490.2828,26156.0816,52,0,1,0
B148040,148040,Z0255,681203,247443,8539.0776,26306.4039,53,0,1,0
B148041,148041,Z0255,681191,247433,8539.0776,26306.4039,53,0,1,0
B148042,148042,Z0255,681179,247423,8490.2828,26156.0816,52,0,1,0
B148043,148043,Z0255,681165,247412,11222.7877,34574.1308,69,0,1,0
B148044,148044,Z0312,681198,247402,11059.7445,74320.1866,120,0,1,0
B148045,148045,Z0312,681182,247389,7251.0908,46697.7563,75,0,1,0
B148046,148046,Z0312,681245,247313,8642.7143,55659.9519,90,0,1,0
B148047,148047,Z0312,681233,247325,6445.414,41509.1167,67,0,1,0
B148048,148048,Z0312,681223,247337,6445.414,41509.1167,67,0,1,0
B148049,148049,Z0312,681212,247350,8203.2542,52829.7849,85,0,1,0
B148050,148050,Z0312,681201,247364,6408.7924,41273.2694,66,0,1,0
B148051,148051,Z0312,681191,247376,6298.9274,40565.7277,65,0,1,0
B148052,148052,Z0312,681298,247374,4065.0054,25131.8834,40,0,1,0
B148053,148053,Z0312,681293,247382,4065.0054,25131.8834,40,0,1,0
B148054,148054,Z0312,681284,247391,7067.9824,43244.9525,70,0,1,0
B148056,148056,Z0312,681293,247353,6482.0357,41744.9639,67,0,1,0
B148057,148057,Z0312,681281,247343,6482.0357,41744.9639,67,0,1,0
B148058,148058,Z0312,681270,247333,6482.0357,41744.9639,67,0,1,0
B148059,148059,Z0312,681258,247323,6482.0357,41744.9639,67,0,1,0
B148060,148060,Z0312,681304,247363,6848.2524,46749.6427,75,0,1,0
B148061,148061,Z0311,681286,247310,11011.8647,32835.5083,34,0,1,0
B148062,148062,Z0311,681274,247300,7992.2847,24328.1266,25,0,1,0
B148063,148063,Z0311,681275,247273,8923.9007,27163.9205,28,0,1,0
B148064,148064,Z0311,681265,247288,13845.5301,37462.33,39,0,1,0
B148065,148065,Z0308,681324,247303,14652.4231,55785.8937,59,0,1,0
B148066,148066,Z0309,681311,247280,6336.261,23096.96,25,0,1,0
B148067,148067,Z0310,681300,247294,8076.519,34238.97,37,0,1,0
B148068,148068,Z0311,681288,247264,14214.2947,37760.8346,39,0,1,0
B148069,148069,Z1006,681397,247232,9567.8862,24682.4754,26,0,1,0
B148070,148070,Z1006,681382,247259,9931.2236,25619.7846,27,0,1,0
B148071,148071,Z1006,681391,247245,9870.6674,25463.5664,27,0,1,0
B148072,148072,Z1006,681368,247279,24343.6091,62799.716,66,0,1,0
B148073,148073,Z1006,681331,247261,7630.0864,19683.4931,20,0,1,0
B148075,148075,Z1006,681321,247252,11566.2422,29837.676,31,0,1,0
B148076,148076,Z1006,681307,247240,14896.8354,38429.677,40,0,1,0
B148077,148077,Z1006,681365,247219,60556.2417,156218.199,166,0,1,1
B148079,148079,Z1006,681335,247203,15441.8416,39835.6408,42,0,1,0
B148080,148080,Z1006,681323,247215,9870.6674,25463.5664,27,0,1,0
B148081,148081,Z1006,681314,247226,9688.9987,24994.9118,26,0,1,0
B148082,148082,Z1004,681449,247237,4840.5518,15586.7257,16,0,1,0
B148083,148083,Z1004,681460,247225,32404.703,19837.6509,21,0,1,0
B148084,148084,Z1004,681447,247228,5867.3355,18893.0008,20,0,1,0
B148085,148085,Z1008,681543,247265,7845.4505,20992.2248,22,0,1,0
B148086,148086,Z1008,681534,247257,5199.0103,15555.3896,16,0,1,0
B148087,148087,Z1008,681525,247249,6922.3992,21143.248,22,0,1,0
B148088,148088,Z1003,681511,247269,6215.705,30126.23,33,0,1,0
B148089,148089,Z1004,681473,247220,12712.5603,32747.8681,34,0,1,0
B148090,148090,Z1004,681508,247234,10701.7755,34164.8432,36,0,1,0
B148091,148091,Z1004,681492,247219,14815.0222,47704.8271,50,0,1,0
B148092,148092,Z1008,681511,247308,6675.1707,20388.132,21,0,1,0
B148093,148093,Z1008,681501,247299,6675.1707,20388.132,21,0,1,0
B148094,148094,Z1008,681491,247291,6774.0621,20690.1784,22,0,1,0
B148095,148095,Z1004,681475,247276,11496.3105,32905.3098,35,0,1,0
B148096,148096,Z1004,681466,247261,12170.6466,32432.9848,34,0,1,0
B148097,148097,Z1004,681457,247247,10339.1416,31960.6597,34,0,1,0
B148098,148098,Z1105,681573,247363,9675.6509,26986.4207,31,0,1,0
B148099,148099,Z1008,681531,247323,9477.0942,27788.2688,29,0,1,0
B148100,148100,Z1008,681541,247308,8446.9753,24767.8048,26,0,1,0
B148101,148101,Z1008,681547,247293,8891.3305,35792.4985,38,0,1,0
B148102,148102,Z1008,681556,247279,15142.7483,44400.8209,47,0,1,0
B148103,148103,Z1105,681563,247355,6876.0971,19178.167,22,0,1,0
B148104,148104,Z1590,681553,247344,8844.858,26973.15,28,0,1,0
B148105,148105,Z1008,681521,247316,6675.1707,20388.132,21,0,1,0
B148106,148106,Z1105,681609,247317,7858.3966,21917.9051,25,0,1,0
B148107,148107,Z1105,681597,247307,8054.8565,22465.8528,25,0,1,0
B148108,148108,Z1105,681585,247300,11810.106,27260.3945,31,0,1,0
B148109,148109,Z1105,681621,247326,7333.4803,16986.3765,19,0,1,0
B148110,148110,Z1105,681614,247334,6528.1993,15068.5598,17,0,1,0
B148111,148111,Z1105,681607,247343,6587.5466,15205.5467,17,0,1,0
B148112,148112,Z1105,681600,247351,6646.8938,15342.5336,17,0,1,0
B148113,148113,Z1105,681593,247359,5875.3794,13561.7038,15,0,1,0
B148114,148114,Z1105,681585,247369,8103.9715,22602.8397,26,0,1,0
B148115,148115,Z1105,681575,247313,10207.7298,23561.748,27,0,1,0
B148116,148116,Z1105,681566,247326,10326.4243,23835.7218,27,0,1,0
B148117,148117,Z1139,681672,247447,8727.7604,26844.116,28,0,1,0
B148118,148118,Z1139,681660,247439,6080.0129,18700.3954,19,0,1,0
B148119,148119,Z1134,681626,247408,12173.1142,34230.7785,36,0,1,0
B148120,148120,Z1119,681608,247391,14079.4034,36153.0262,38,0,1,0
B148121,148121,Z1119,681627,247366,10157.8179,26542.7281,28,0,1,0
B148122,148122,Z1119,681617,247378,11999.2936,30813.9717,32,0,1,0
B148123,148123,Z1134,681663,247363,8678.4695,31752.5321,34,0,1,0
B148124,148124,Z1076,681644,247385,21509.461,44210.09,47,0,1,0
B148125,148125,Z1119,681641,247351,21028.4651,53695.6339,57,0,1,0
B148126,148126,Z1139,681697,247394,8360.0177,28050.5931,29,0,1,0
B148127,148127,Z1139,681687,247406,8286.4691,25486.8292,27,0,1,0
B148128,148128,Z1139,681677,247417,9322.2778,25486.8292,27,0,1,0
B148129,148129,Z1139,681667,247428,6456.9491,22169.0171,23,0,1,0
B148130,148130,Z1568,681728,247416,5636.7419,18690.3023,20,0,1,0
B148131,148131,Z1568,681720,247410,5423.3218,18365.2536,19,0,1,0
B148132,148132,Z1568,681712,247404,7360.4413,22103.3141,24,0,1,0
B148133,148133,Z1135,681695,247426,7227.2001,34327.4982,36,0,1,0
B148134,148134,Z1136,681693,247463,14881.568,41527.6,45,0,1,0
B148135,148135,Z0676,681767,247398,9290.2652,28546.1887,45,0,1,0
B148136,148136,Z1112,681725,247438,9811.7697,32159.22,34,0,1,0
B148137,148137,Z1112,681712,247450,11788.768,33119.1967,35,0,1,0
B148138,148138,Z0676,681755,247407,7904.4245,24287.9174,38,0,1,0
B148139,148139,Z0676,681746,247402,3991.2211,12263.8212,19,0,1,0
B148140,148140,Z0676,681737,247394,7341.8758,22559.3747,36,0,1,0
B148141,148141,Z0676,681725,247372,219589.6188,97804.6046,156,0,1,0
B148142,148142,Z0676,681778,247386,9111.6457,27997.3448,44,0,1,0
B148143,148143,Z0676,681770,247377,3941.9468,12112.416,19,0,1,0
B148144,148144,Z0676,681759,247368,6980.5307,21449.0699,34,0,1,0
B148145,148145,Z0189,681834,247242,322147.0726,102382.7006,108,0,1,0
B148148,148148,Z1354,681779,247297,4997.0034,17317.4481,20,0,1,0
B148149,148149,Z0671,681768,247326,5407.5427,22321.7847,23,0,1,0
B148152,148152,Z1070,681813,247315,32573.448,95752.04,105,0,1,0
B148154,148154,Z1354,681787,247302,5707.3466,16070.5919,18,0,1,0
B148155,148155,Z0061,681944,247297,0,182252.9616,198,0,1,0
B148156,148156,Z0189,681891,247261,198859.3678,56428.7492,60,0,1,0
B148157,148157,Z0189,681870,247285,118640.013,153911.9476,163,0,1,0
B148159,148159,Z1125,681669,247336,5114.0605,16921.6524,22,0,1,0
B148160,148160,Z1092,681693,247287,5398.2408,16607.8348,17,0,1,0
B148161,148161,Z1125,681675,247313,12541.3818,32911.8376,43,0,1,0
B148162,148162,Z1125,681662,247325,14473.1788,40053.0854,52,0,1,0
B148163,148163,Z1593,681728,247319,8579.273,27798.29,30,0,1,0
B148167,148167,Z1092,681701,247302,3957.0123,17391.2233,18,0,1,0
B148169,148169,Z1092,681689,247296,5997.1399,20054.744,21,0,1,0
B148170,148170,Z1092,681731,247300,2771.9676,10497.405,11,0,1,0
B148171,148171,Z1092,681718,247292,9183.1205,30708.8267,32,0,1,0
B148172,148172,Z1092,681702,247282,6989.194,22874.9423,24,0,1,0
B148173,148173,Z1592,681741,247308,3051.201,13905.67,16,0,1,0
B148174,148174,Z1092,681728,247306,11080.7584,9400.6612,10,0,1,0
B148175,148175,Z1353,681764,247282,5089.475,25947.02,29,0,1,0
B148176,148176,Z0673,681749,247275,6888.749,32912.8,35,0,1,0
B148177,148177,Z0674,681729,247266,9516.027,28343.2888,30,0,1,0
B148178,148178,Z0674,681800,247229,91343.5838,65780.6809,70,0,1,0
B148180,148180,Z0674,681749,247197,8040.2795,23947.8055,25,0,1,0
B148181,148181,Z0674,681742,247209,8040.2795,23947.8055,25,0,1,0
B148182,148182,Z0674,681733,247225,11361.2202,35618.5714,37,0,1,0
B148183,148183,Z0674,681723,247242,9312.4756,27737.0152,29,0,1,0
B148184,148184,Z0674,681716,247257,11015.1829,29555.8359,31,0,1,0
B148185,148185,Z0674,681786,247197,8345.6065,29555.8359,31,0,1,1
B148186,148186,Z0674,681773,247189,8345.6065,24857.2158,26,0,1,0
B148187,148187,Z0670,681729,247164,11358.1009,35702.8378,38,0,1,0
B148188,148188,Z0670,681728,247179,7283.4459,23074.3231,24,0,1,0
B148189,148189,Z0670,681720,247193,7436.2454,23386.1383,24,0,1,0
B148190,148190,Z0670,681710,247209,12071.1655,36950.0985,39,0,1,0
B148191,148191,Z0670,681701,247225,9339.1093,29778.3494,31,0,1,0
B148193,148193,Z1095,681636,247166,30942.4763,64381.1399,67,0,1,0
B148195,148195,Z1591,681675,247189,4560.28,17112.75,20,0,1,0
B148196,148196,Z1099,681628,247250,46353.0185,223033.5292,235,0,1,0
B148197,148197,Z1099,681660,247256,11871.4816,30531.6262,32,0,1,0
B148200,148200,Z0670,681664,247219,21932.8494,45057.2931,48,0,1,0
B148201,148201,Z1010,681592,247223,36154.41,98257.806,105,0,1,0
B148202,148202,Z1099,681662,247278,11421.184,28394.4123,29,0,1,0
B148203,148203,Z1099,681672,247265,11236.9713,27936.4379,29,0,1,0
B148204,148204,Z1010,681584,247202,225953.4494,82110.0115,88,0,1,0
B148205,148205,Z1099,681601,247276,11973.8219,29768.3355,31,0,1,0
B148206,148206,Z1010,681553,247234,24439.2601,66419.2301,71,0,1,0
B148207,148207,Z1007,681531,247217,6635.135,19624.74,21,0,1,0
B148208,148208,Z1010,681559,247188,67274.2603,61849.0996,66,0,1,0
B148209,148209,Z1010,681536,247194,10594.0829,28791.8222,30,0,1,0
B148210,148210,Z1010,681519,247202,10425.9229,28334.8092,30,0,1,0
B148211,148211,Z1127,681790,247142,41719.3729,131368.2595,238,0,1,0
B148212,148212,Z1127,681768,247138,21873.4856,99689.5792,180,0,1,0
B148213,148213,Z1127,681752,247128,26481.6638,47179.4426,85,0,1,0
B148214,148214,Z1127,681737,247117,19661.5601,35843.4442,64,0,1,0
B148215,148215,Z1127,681762,247066,14807.6125,29448.6479,53,0,1,0
B148216,148216,Z1127,681746,247079,12288.4751,24438.7119,44,0,1,0
B148217,148217,Z1127,681733,247093,11121.07,23038.5774,41,0,1,0
B148218,148218,Z1127,681723,247106,13578.765,30942.9733,56,0,1,0
B148219,148219,Z1127,681817,247115,6758.6613,14001.3454,25,0,1,0
B148220,148220,Z1127,681809,247106,9585.0106,19856.4535,35,0,1,0
B148221,148221,Z1127,681800,247097,8233.2783,18079.5554,32,0,1,0
B148222,148222,Z1127,681791,247089,8540.4902,18754.1657,33,0,1,0
B148223,148223,Z1127,681782,247081,8294.7207,18214.4775,33,0,1,0
B148224,148224,Z1127,681774,247073,8110.3936,16129.5499,29,0,1,0
B148225,148225,Z1127,681809,247123,8417.6054,15694.2353,28,0,1,0
B148226,148226,Z0079,681947,246916,10255.9114,33067.2595,35,0,1,0
B148227,148227,Z0079,681938,246902,10204.8869,32902.7458,35,0,1,0
B148228,148228,Z0079,681927,246886,11327.4245,36522.0478,38,0,1,0
B148229,148229,Z1118,681888,247068,9373.661,26416.28,32,0,1,0
B148230,148230,Z1115,681872,247083,5833.156,22523.93,29,0,1,0
B148231,148231,Z0650,681859,247101,8972.4722,30348.1052,34,0,1,0
B148232,148232,Z0650,681848,247113,10124.0195,34243.0491,39,0,1,0
B148233,148233,Z0650,681836,247128,10076.0383,34080.7598,38,0,1,0
B148234,148234,Z0650,681826,247139,6765.34,22882.7959,26,0,1,0
B148235,148235,Z1109,681813,247157,8044.5452,23369.3816,26,0,1,0
B148236,148236,Z1109,681804,247170,9728.2872,28260.6476,31,0,1,0
B148237,148237,Z1121,681979,246956,7404.3903,22740.4386,24,0,1,0
B148238,148238,Z1608,681965,246977,6968.0822,40146.7361,42,0,1,0
B148239,148239,Z1608,681955,246992,7262.8857,41845.2518,44,0,1,0
B148240,148240,Z1114,681938,247008,10871.553,35252.2,37,0,1,0
B148241,148241,Z1087,682006,246995,8640.5603,33288.8469,35,0,1,0
B148242,148242,Z1087,681995,246982,12864.3577,32215.0131,34,0,1,0
B148243,148243,Z1121,681985,246963,4856.3457,18690.7714,19,0,1,0
B148244,148244,Z0079,681957,246931,10357.9602,33396.2869,35,0,1,0
B148245,148245,Z1100,681954,247022,11283.792,35474.62,38,0,1,0
B148246,148246,Z1111,682018,247019,15306.303,50143.62,53,0,1,0
B148247,148247,Z1131,681993,247027,9801.0101,48933.3846,52,0,1,0
B148249,148249,Z1109,681917,247097,8465.4807,24592.1981,27,0,1,0
B148250,148250,Z1109,681907,247109,8371.9395,24320.4611,27,0,1,0
B148251,148251,Z1109,681896,247121,8371.9395,24320.4611,27,0,1,0
B148252,148252,Z1109,681886,247133,8418.7101,24456.3296,27,0,1,0
B148253,148253,Z1109,681876,247145,8371.9395,24320.4611,27,0,1,0
B148254,148254,Z1109,681866,247157,8418.7101,24456.3296,27,0,1,0
B148256,148256,Z1109,681846,247180,7436.5273,21603.0912,24,0,1,0
B148257,148257,Z0205,681882,247179,8133.4618,25736.6563,37,0,1,0
B148258,148258,Z0205,681874,247188,5879.6109,18717.5682,26,0,1,0
B148259,148259,Z0205,681915,247229,5614.2118,17157.7708,24,0,1,0
B148260,148260,Z0205,681906,247224,7163.7343,18873.5479,27,0,1,0
B148261,148261,Z0205,681897,247219,7563.8745,20277.3655,29,0,1,0
B148262,148262,Z0205,681887,247214,6583.9393,20121.3858,29,0,1,0
B148263,148263,Z0205,681878,247209,5634.6272,19185.5074,27,0,1,0
B148264,148264,Z0205,681866,247200,10375.0635,37747.0959,54,0,1,0
B148265,148265,Z1109,681834,247187,10008.9109,29075.8586,32,0,1,0
B148266,148266,Z1109,681819,247178,8278.3983,24048.7241,26,0,1,0
B148267,148267,Z0205,681935,247221,12907.5834,43830.3055,63,0,1,0
B148268,148268,Z0205,681926,247235,8829.6241,26984.4941,38,0,1,0
B148269,148269,Z1090,681954,247198,31268.7566,38982.9576,41,0,1,0
B148270,148270,Z1090,681939,247191,9027.2974,30474.7724,32,0,1,0
B148271,148271,Z0205,681924,247211,5212.0301,17313.7506,24,0,1,0
B148272,148272,Z1133,681917,247163,53603.207,168870.84,188,0,1,0
B148273,148273,Z0205,681916,247205,5587.6719,18561.5885,26,0,1,0
B148274,148274,Z0205,681904,247196,9692.1712,32911.7241,47,0,1,0
B148275,148275,Z0205,681893,247186,5587.6719,19029.5277,27,0,1,0
B148278,148278,Z1137,681926,247132,11757.44,23032.49,24,0,1,0
B148279,148279,Z1072,682005,247171,10325.9329,30861.1114,32,0,1,0
B148281,148281,Z1072,682007,247186,10173.3329,30405.0358,32,0,1,0
B148282,148282,Z1072,681995,247200,9613.7996,28732.7589,30,0,1,0
B148283,148283,Z1072,681984,247213,9562.9329,28580.7337,30,0,1,0
B148284,148284,Z0080,682088,247085,14414.0685,47974.7831,51,0,1,0
B148285,148285,Z0080,682075,247100,10657.7736,33416.9179,35,0,1,0
B148286,148286,Z0080,682065,247113,10604.8107,33251.4876,35,0,1,0
B148287,148287,Z0080,682054,247126,10657.7736,33416.9179,35,0,1,0
B148288,148288,Z0080,682043,247139,10657.7736,33416.9179,35,0,1,0
B148289,148289,Z0080,682032,247153,11870.8287,37221.8144,39,0,1,0
B148290,148290,Z0080,682020,247142,10952.1254,28784.8698,30,0,1,0
B148292,148292,Z0080,682000,247113,11771.014,30935.4636,32,0,1,0
B148293,148293,Z0080,681993,247102,6911.664,19355.3435,20,0,1,0
B148294,148294,Z0080,681989,247093,10044.6257,26965.1367,28,0,1,0
B148295,148295,Z1097,682005,247061,7444.511,31963.34,39,0,1,0
B148297,148297,Z0123,682166,247006,141853.426,308294.81,328,0,1,0
B148298,148298,Z0135,681784,247607,8958.4467,27360.0358,29,0,1,0
B148299,148299,Z0069,681757,247626,6499.392,15688.49,18,0,1,0
B148300,148300,Z0135,681771,247594,14263.4487,43562.0682,46,0,1,0
B148302,148302,Z0135,681826,247608,4254.011,18189.0741,19,0,1,0
B148303,148303,Z0135,681811,247609,7426.3899,33168.3116,35,0,1,0
B148304,148304,Z0135,681797,247614,6768.6269,21551.7601,23,0,1,0
B148305,148305,Z1155,681909,247409,10963.4905,33193.076,35,0,1,0
B148306,148306,Z1155,681893,247429,4331.2555,16093.6126,17,0,1,0
B148307,148307,Z1155,681884,247438,7136.7278,20117.0157,21,0,1,0
B148308,148308,Z0062,681748,247569,0,84220.8514,88,0,1,0
B148309,148309,Z0135,681783,247579,9447.6835,28277.132,30,0,1,0
B148310,148310,Z1155,681900,247420,5552.4973,15925.9708,17,0,1,0
B148311,148311,Z0135,681811,247585,9744.9025,31028.4205,33,0,1,0
B148312,148312,Z1158,681826,247562,12179.4992,35355.9079,37,0,1,0
B148313,148313,Z0135,681797,247571,14646.4628,36530.9976,39,0,1,0
B148314,148314,Z1158,681830,247530,12595.3845,36563.1828,39,0,1,0
B148315,148315,Z1158,681820,247540,6029.3131,18798.9949,20,0,1,0
B148316,148316,Z1158,681813,247551,10565.1266,32941.3581,35,0,1,0
B148318,148318,Z1168,681848,247569,3997.8945,13301.8093,14,0,1,0
B148319,148319,Z1168,681840,247576,5943.8085,16830.8607,18,0,1,0
B148320,148320,Z1158,681883,247475,10602.0031,35700.8436,38,0,1,0
B148322,148322,Z1169,681887,247502,4470.983,13401.85,14,0,1,0
B148323,148323,Z1158,681861,247499,6883.6194,28974.5977,30,0,1,0
B148324,148324,Z1158,681841,247519,6607.0454,25870.1765,27,0,1,0
B148325,148325,Z1152,681905,247513,6478.2207,19130.7956,20,0,1,0
B148326,148326,Z1152,681900,247520,3214.7103,15077.661,16,0,1,0
B148327,148327,Z1159,681883,247535,21371.6277,54041.315,57,0,1,0
B148328,148328,Z1159,681870,247549,5211.7457,16616.5816,17,0,1,0
B148329,148329,Z1158,681914,247452,33431.6497,81577.2899,87,0,1,0
B148330,148330,Z1158,681895,247463,10550.7857,35528.3757,37,0,1,0
B148331,148331,Z1156,681961,247450,5180.6608,17595.6586,19,0,1,0
B148332,148332,Z1156,681966,247460,6716.4507,24036.9265,26,0,1,0
B148333,148333,Z1153,681975,247487,10608.372,38712.79,41,0,1,0
B148334,148334,Z1156,681958,247469,5447.4816,18224.075,19,0,1,0
B148335,148335,Z1694,681948,247481,2021.7949,13210.3337,14,0,1,0
B148336,148336,Z1163,681960,247501,10523.69,32693.91,34,0,1,0
B148337,148337,Z1694,681941,247473,3190.4211,12507.6563,14,0,1,0
B148338,148338,Z1152,681929,247492,13983.278,48475.4907,51,0,1,0
B148339,148339,Z1154,681947,247513,7976.715,30209.25,32,0,1,0
B148340,148340,Z1164,681932,247523,7173.3097,20255.055,22,0,1,0
B148341,148341,Z1161,681951,247534,9576.001,34501.28,38,0,1,0
B148342,148342,Z1157,681921,247538,8374.687,26149.65,27,0,1,0
B148343,148343,Z1167,681908,247545,4804.3911,15268.3173,16,0,1,0
B148344,148344,Z1167,681898,247555,8996.4579,28590.6727,30,0,1,0
B148345,148345,Z0193,681882,247572,6265.1319,27278.9678,29,0,1,0
B148346,148346,Z0193,681967,247600,14562.6661,42114.8976,44,0,1,0
B148347,148347,Z0193,681948,247599,18491.0951,49293.5734,52,0,1,0
B148348,148348,Z0193,681930,247604,48705.1164,29990.912,31,0,1,0
B148349,148349,Z1764,681915,247583,34097.024,19509.1842,30,0,1,0
B148350,148350,Z0193,681914,247604,6975.5058,23769.393,25,0,1,0
B148351,148351,Z0193,681899,247604,6497.1738,26800.3894,28,0,1,0
B148352,148352,Z0191,682002,247559,17404.0581,101151.2867,108,0,1,0
B148353,148353,Z1182,681974,247425,7140.066,22790.2456,24,0,1,0
B148354,148354,Z1192,681989,247455,6680.5944,19842.6507,21,0,1,0
B148355,148355,Z1192,681994,247465,6189.3743,19532.6093,20,0,1,0
B148356,148356,Z1192,681999,247475,6238.4963,19687.63,21,0,1,0
B148357,148357,Z1166,682008,247492,4618.154,16792.87,18,0,1,0
B148358,148358,Z0191,681991,247513,4699.1059,15870.0117,17,0,1,0
B148359,148359,Z0191,681995,247523,6433.6889,21801.2282,23,0,1,0
B148360,148360,Z0191,682000,247534,5475.4799,21480.6219,23,0,1,0
B148361,148361,Z0191,681987,247503,5665.4872,18915.7715,20,0,1,0
B148362,148362,Z1691,682034,247461,63129.2082,26938.8746,28,0,1,1
B148363,148363,Z1194,682022,247476,3886.801,14008.73,16,0,1,0
B148370,148370,Z1691,682043,247447,9127.9878,27378.0954,29,0,1,0
B148371,148371,Z1201,682027,247441,4825.907,17474.97,20,0,1,0
B148373,148373,Z1182,681984,247430,10737.1563,34341.466,36,0,1,0
B148374,148374,Z1191,682128,247562,14011.3155,20465.4545,22,0,1,0
B148375,148375,Z1191,682102,247569,54267.5534,31439.6838,34,0,1,0
B148379,148379,Z1191,682081,247514,3444.3084,14385.1383,15,0,1,0
B148380,148380,Z1075,682059,247539,6551.9761,25988.7274,27,0,1,0
B148381,148381,Z1075,682049,247551,6154.8866,24413.653,26,0,1,0
B148382,148382,Z1191,682077,247523,4758.1168,19872.253,21,0,1,0
B148384,148384,Z1191,682095,247556,4261.0001,17796.0474,19,0,1,0
B148385,148385,Z1191,682100,247491,3692.8667,15423.2411,17,0,1,0
B148388,148388,Z1191,682111,247485,5290.7418,22096.7589,24,0,1,0
B148389,148389,Z1199,682115,247505,5382.6513,23736.6073,25,0,1,0
B148390,148390,Z1199,682114,247544,26822.0102,28694.2532,30,0,1,0
B148391,148391,Z1199,682126,247545,5724.9101,20882.2052,22,0,1,0
B148392,148392,Z0196,682181,247515,52775.5439,30353.656,32,0,1,0
B148393,148393,Z0196,682189,247529,59592.1488,22455.5108,23,0,1,0
B148394,148394,Z0196,682179,247531,75762.0993,30663.3871,32,0,1,0
B148395,148395,Z0196,682168,247537,109377.4565,48782.6614,52,0,1,0
B148396,148396,Z0196,682153,247547,14385.7404,37787.2044,40,0,1,0
B148397,148397,Z1171,682142,247515,8036.3272,32379.3459,35,0,1,0
B148398,148398,Z0196,682147,247533,7172.5399,19513.0645,20,0,1,0
B148399,148399,Z1532,682017,247313,7088.424,22862.62,24,0,1,0
B148400,148400,Z1533,682004,247330,14004.353,37185.25,39,0,1,0
B148401,148401,Z1536,681958,247356,5738.434,22100.2,23,0,1,0
B148402,148402,Z0190,681987,247351,10377.5567,33413.0187,35,0,1,0
B148403,148403,Z0190,681977,247363,6691.1278,21094.8551,22,0,1,0
B148404,148404,Z1687,681996,247384,7324.5055,22160.8999,25,0,1,0
B148406,148406,Z0190,681962,247383,8742.4225,27561.891,29,0,1,0
B148407,148407,Z1687,681983,247403,9106.142,27551.3891,31,0,1,0
B148408,148408,Z0190,681952,247393,6739.9682,21248.8321,22,0,1,0
B148409,148409,Z1531,682033,247339,6311.36,21924.5511,23,0,1,0
B148410,148410,Z1531,682026,247347,6211.6641,22080.0443,24,0,1,0
B148411,148411,Z1531,682019,247357,7139.4489,25345.403,27,0,1,0
B148412,148412,Z0680,682097,247434,168474.1934,71409.6532,80,0,1,0
B148413,148413,Z1687,681996,247407,5295.4195,16021.7317,18,0,1,0
B148414,148414,Z0681,682147,247384,8590.5205,19014.6607,23,0,1,0
B148415,148415,Z0681,682135,247376,13033.8931,28075.3379,34,0,1,0
B148417,148417,Z1531,682056,247331,6409.0213,21769.0578,23,0,1,0
B148418,148418,Z1531,682042,247327,12868.9078,39650.7838,43,0,1,0
B148419,148419,Z1530,682091,247354,9923.469,32770.98,36,0,1,0
B148420,148420,Z1535,682088,247376,5791.103,22924.38,26,0,1,0
B148421,148421,Z1687,682047,247421,7571.955,22909.579,26,0,1,0
B148422,148422,Z1687,682057,247427,6433.6873,19465.6554,22,0,1,0
B148423,148423,Z0681,682156,247396,12500.6884,26926.8014,33,0,1,0
B148424,148424,Z1171,682130,247474,5609.3656,19664.943,21,0,1,0
B148425,148425,Z1171,682133,247486,4352.094,15257.2834,16,0,1,0
B148426,148426,Z0251,682164,247428,16408.7017,44813.7861,49,0,1,0
B148427,148427,Z0681,682146,247405,5168.6128,14037.669,17,0,1,0
B148428,148428,Z0251,682148,247439,8359.4954,25764.0234,28,0,1,0
B148429,148429,Z0681,682140,247413,6235.0222,13910.0538,17,0,1,0
B148430,148430,Z0681,682128,247423,12564.0192,31393.3324,38,0,1,0
B148431,148431,Z0133,682238,247480,1902.685,12590.76,15,0,1,0
B148432,148432,Z0198,682215,247471,9615.329,27810.12,30,0,1,0
B148433,148433,Z0197,682196,247465,11135.069,31203.15,35,0,1,0
B148434,148434,Z1197,682170,247483,6026.71,17976.58,19,0,1,0
B148435,148435,Z1768,682154,247494,3572.541,17231.89,23,0,1,0
B148436,148436,Z1198,682152,247479,5916.484,17397.15,19,0,1,0
B148437,148437,Z1171,682139,247475,3379.8718,14070.6058,15,0,1,0
B148451,148451,Z0089,682340,247499,23481.263,62024.7923,83,0,1,0
B148452,148452,Z0089,682312,247484,83399.3918,166710.5394,225,0,1,0
B148453,148453,Z0089,682352,247449,10439.7532,26625.2767,36,0,1,0
B148454,148454,Z0089,682351,247464,13583.5425,34643.1157,46,0,1,0
